MLS No,Latitude,Longitude
ML81913955,37.3039611,-122.0234454
41037509,37.8658604,-122.0744243
CRND24095273,33.1047196,-117.1321528
41063146,37.7293395,-122.4247886
ML81943809,37.2307118,-121.869134
41029096,37.81629840000001,-122.2072171
41023876,37.751828,-122.4749739
41066788,37.8440968,-122.2739075
CRSB23140362,33.9337454,-118.3121064
CRIG23051363,33.7520477,-117.4697394
41041654,37.87879909999999,-122.0799859
BA323031099,38.2857464,-122.2994698
CL23239157,34.1036297,-118.3584399
CRPTP2304657,32.7310042,-117.0937083
CRTR24109130,33.7576344,-116.9749787
CROC22237215,33.7205117,-118.0563665
CL22224917,33.9637942,-118.3768684
CROC24027197,33.9463078,-118.2719954
CRPW23122329,33.7739466,-118.1233358
CRP1-12006,34.1810495,-118.1632752
CRPTP2207405,32.5786309,-117.0658239
SF424035229,37.7477111,-122.4870428
CL24363305,34.0889769,-118.503753
CRNDP2304288,32.9490624,-117.2312943
CRNP24163679,33.6306045,-117.9071283
ML81916975,37.2677901,-121.8561113
CREV22112514,32.7165168,-117.1362564
CRSR23191714,34.428284,-118.4845333
ML81960147,37.7760671,-122.4842515
SF423902566,37.8000643,-122.4246803
SF423749740,37.7475219,-122.417056
SF422700413,37.7612069,-122.4189434
CRPF23124648,34.0877467,-118.3144152
ML81967349,37.226395,-121.9792064
CRPTP2304576,32.7203238,-117.1561705
41048622,37.89659049999999,-121.7246133
CL24409307,34.037309,-118.3818076
41022347,37.796639,-122.1856514
CRNDP2210786,32.8053064,-117.1774616
CL24412761,34.0139608,-118.4249803
CRNDP2400305,32.77269,-117.1484035
CRSR23029382,34.1238042,-118.3737881
41034860,37.8271178,-122.2757798
CROC23049862,33.6901931,-117.7451486
CROC22158583,33.975031,-118.416263
41031177,37.8291238,-122.2090067
ML81902871,37.356637,-121.9123093
CRPW24043591,33.824106,-118.2997016
CRP1-13859,34.1228036,-118.2218834
CL23338731,33.9611788,-118.4149324
ML81919059,37.7661343,-122.1907643
CL23251997,33.99707310000001,-118.3720004
41047128,37.8414766,-122.2547762
CROC24084704,33.7587441,-118.1158892
SF422672381,37.7776422,-122.3934181
ML81924699,37.39368109999999,-122.0255608
41054423,37.24811,-121.8220014
41060635,37.8024809,-122.2008749
41052670,37.8293081,-122.2098771
ME222106594,38.5733751,-121.4537087
CL23230105,33.9752695,-118.3987938
ML81974685,37.2380033,-121.8966918
CRIV23071767,33.9282404,-117.3791377
ME224010616,38.6438789,-121.0807301
ME223083355,38.5368094,-121.4536301
41022898,37.7824662,-122.2135688
CRNDP2307375,33.0060683,-117.0778988
CL23255681,34.0887974,-118.230756
CRDW23052563,33.9961535,-118.3184083
CRPTP2400464,32.7470698,-117.0899331
ML81975315,33.721675,-118.0448558
CRP1-15379,34.09017559999999,-118.225102
CRNDP2307286,32.8687994,-117.2230067
CRDW22202690,34.0412273,-118.3637022
CL23287691,34.0679793,-118.4345672
ME223111507,38.6701929,-121.3442418
CRSB23079875,34.0400723,-118.4547541
CL23288565,34.0812913,-118.3224652
ML81935331,37.3917833,-121.8760923
ML81941549,37.3496578,-121.8163924
CL23319349,34.075097,-118.3513389
ML81907701,37.2997281,-121.8820009
ML81922553,37.3102187,-121.9029604
ME224021217,38.5731879,-121.3781527
CROC23148033,33.6867561,-117.7967415
CRPI24026633,34.8531119,-120.409284
CL24345899,34.0234906,-118.3434825
ML81916665,37.3834462,-121.8349681
CL23240256,34.0046185,-118.3070489
ML81962930,37.3189578,-121.7749448
CRP1-13377,34.0726758,-118.1620644
ML81918235,37.285463,-121.753922
CRCV23142446,32.7531833,-117.1404294
ML81961700,37.2390155,-121.8052896
CRRS24103263,34.0886867,-118.1801509
CL23276273,34.0975879,-118.2606065
ML81939031,37.264775,-121.935456
ML81954879,37.2378742,-121.8517665
CRNP22235834,33.602966,-117.9040442
CRDW24014250,34.1010508,-118.2340999
SF424015804,37.7836959,-122.4267324
41028342,37.7926577,-122.2292485
ML81921908,37.2797954,-121.8560393
ML81939003,37.3249302,-121.8746949
ML81951839,37.3905271,-121.8599903
CRNDP2402763,33.2185607,-117.320136
41047937,37.7995413,-122.245198
41025741,37.8775273,-122.0787008
CL24393631,34.039877,-118.4306808
SF423909409,37.7415549,-122.4801366
ML81909965,37.2386624,-121.918375
CL23281659,34.0572637,-118.4301515
41040090,37.2334286,-121.8035508
SF424001893,37.7953583,-122.4212641
SF423745801,37.7368673,-122.4675437
CL23315921,33.9432539,-118.2905922
ME224070411,38.5640968,-121.4058524
SF424033939,37.761188,-122.433773
SF424008100,37.7752927,-122.4131926
SF423731937,37.7189945,-122.4296284
CL23297003,34.0707449,-118.3737385
ML81960237,37.3069654,-121.8188875
SF424002228,37.7917879,-122.408791
ML81965455,37.2377408,-121.8499218
CRPTP2403485,33.7736455,-118.1271563
41064883,37.8065406,-122.2131826
SF424027932,37.7166595,-122.4307384
SF424016785,37.7336686,-122.4301679
SF422696425,37.7731491,-122.5076924
BA322097754,38.4240822,-122.6700818
CL24360255,34.0372242,-118.4154637
CL23284343,34.0642327,-118.2925757
41022855,37.7345576,-122.1950076
ME223002135,38.64875170000001,-121.5339812
CL22192587,34.0167998,-118.3069874
41041936,37.7899554,-122.1448951
41028628,37.8084577,-122.2191155
41032863,37.7932582,-122.2315533
CRNDP2406141,32.8156053,-117.2137474
41046813,37.79289989999999,-122.2369583
41040234,37.8459815,-122.2341657
CROC24117946,33.7574445,-116.9832294
ME223036117,39.12867380000001,-121.0522969
CROC23097385,33.6187638,-117.7181151
CRNP23051896,33.831781,-116.5244661
CL24361675,33.9851681,-118.4165144
CRPW23150417,33.6184027,-117.713907
CREV22236031,33.9391017,-118.2471484
ML81938561,37.25672180000001,-121.9026665
ML81936091,37.26588530000001,-121.938524
BA323912518,38.3218826,-122.3222821
CRNDP2307232,33.1541241,-117.2649938
CRSW22244158,33.760126,-117.0020304
SF423917624,37.781388,-122.3903525
CRSW22236859,33.4873261,-117.0628525
ME224013434,38.5505967,-121.4869477
41059742,37.8138659,-122.2001679
CL23239093,34.0908745,-118.2530565
ML81966475,37.2588037,-121.8332962
CRSB24050118,32.7280657,-117.1133944
CRSB24007492,34.0500874,-118.3784549
CROC24041475,32.5463241,-117.0521355
CRSC23214244,37.3500377,-122.0624061
CRPW24138175,33.7156482,-117.754311
SF423914293,37.7214258,-122.4116079
ME224002541,38.6677617,-121.5083502
SF424035963,37.7720189,-122.3935591
ME223034544,37.3028904,-121.8473819
ML81949468,37.25696,-121.9237442
CRNDP2211596,32.8085702,-117.1879321
CL23320285,34.1289165,-118.3517343
ML81934256,37.2251191,-121.901083
ME222119321,38.5774276,-121.4908401
CRSB22228449,33.9391546,-118.3141095
CROC23025274,33.6145322,-117.7146879
ML81968454,37.3437804,-121.8804082
SF423730495,37.7442782,-122.4176497
CL22205589,33.9627769,-118.4238264
CROC22162638,33.6587379,-117.9540569
SF423909635,37.7424802,-122.453781
41070104,37.4159725,-121.8632909
CROC23191619,33.6144125,-117.7220212
CL24348373,34.0675793,-118.4633258
ML81944018,37.2884232,-121.8909036
CRPW23065459,33.7879894,-118.135041
ML81968694,37.29641,-121.955595
SF423924497,37.7903824,-122.3961531
ML81956206,37.2377733,-121.8056333
41030806,37.7589266,-122.1422381
CRSR23060339,34.2056891,-118.5005772
CL23253275,33.6605959,-117.9679232
ML81913630,37.2510364,-121.8892744
CRGD24010143,34.1380091,-118.217948
SF423907848,37.7624986,-122.5056484
ML81958676,37.3461661,-121.8310975
CROC23014651,33.698876,-117.711881
SF423727124,37.763279,-122.4182644
CL24406009,34.0994252,-118.3607673
CL23230101,34.0842655,-118.3535317
ML81943964,37.3080655,-121.9854663
ME224002826,38.6300183,-121.1051188
CRGD24041231,34.19140429999999,-118.5089561
CL23233757,34.0056615,-118.4477785
CRPTP2402631,32.8365812,-117.2257624
ML81939767,37.1488795,-121.9797916
ML81905495,37.3995034,-121.839018
CL23228935,33.9740356,-118.418719
ML81939906,37.3487989,-121.8790769
CRV1-19436,34.280222,-119.1757352
41020156,37.8561461,-122.0597278
CL23264813,34.0613837,-118.3630373
ML81969527,37.795767,-122.2043613
SF424020146,37.7417901,-122.4182111
CL23256479,34.1078011,-118.2740032
CL24347028,34.0162061,-118.4386096
SF423749035,37.768926,-122.429882
SF423924776,37.7762348,-122.4090223
CROC24032060,33.9303652,-118.2374155
CL23314193,34.0924616,-118.3886403
ME223028951,38.6078831,-121.4128266
SF424013962,37.784068,-122.4301069
CL23291753,34.024421,-118.3280852
ML81970704,37.2988303,-121.8018171
CRNDP2308599,32.7287311,-117.1093909
ML81925849,37.256596,-121.842759
41042411,37.7473272,-122.1442169
SF424016873,37.3546086,-121.8571035
CRPTP2403470,32.7919643,-117.0157275
ME224085360,38.8629835,-121.3210383
41047533,37.7550302,-122.3902514
ML81965148,37.2267182,-121.8918826
ML81954869,37.7860625,-122.3921764
41036170,37.7414896,-122.1665365
CL24370101,34.0511635,-118.4957934
SF423925622,37.3406975,-121.9988861
41066232,37.80981990000001,-122.2182321
CROC23018413,33.6625951,-117.9738883
41035055,37.7980724,-122.1885435
41043772,37.8442752,-122.2443569
CRV1-22511,34.2755312,-119.1489727
SF423908352,37.8537404,-122.2822918
CRIG23099837,33.6083599,-117.9249688
41050372,37.8172574,-122.2384532
CRSR23076282,34.4091061,-118.4441311
41028123,37.8216018,-122.2554153
CRMB24024757,33.9862762,-118.2818579
41049175,37.7613694,-122.1669119
CREV24017301,34.2674212,-117.2135057
CROC23045695,33.4626852,-117.0871079
CL24344475,34.1188868,-118.2403287
41053825,37.8364625,-122.2191942
CL23247505,34.0971423,-118.3449317
41031100,37.8254916,-122.2571247
CROC23206983,33.6594185,-118.0032609
41064138,37.802416,-122.2452965
CRPW22212938,32.932596,-117.1378226
41007106,37.834758,-122.2737203
CRNDP2300416,32.7020824,-117.0616977
CL23245957,34.0989213,-118.2801405
CREV23102165,33.621152,-117.083805
CL24372135,34.0226887,-118.3221544
CRPTP2302238,32.7201425,-117.2484339
BA323036119,37.9687619,-122.5073389
CRPW23054210,34.0606214,-118.4247207
ML81919819,37.2904999,-121.8070526
ML81925105,37.3317716,-121.9189661
CL24396857,34.1300061,-118.2319808
ML81948883,37.3039228,-121.9924597
CRNDP2400406,33.2255621,-117.3054799
CRP1-14494,34.033956,-118.1767666
ML81920154,37.7777698,-122.2021964
CRSB23045210,33.9394814,-118.2616683
SF423907768,37.7930585,-122.4192293
ML81927677,37.2836355,-121.9690224
ML81950466,37.3175223,-121.8056132
CRWS23082102,33.8534897,-116.5544014
CRRS23083371,34.0204653,-118.320416
CL23251191,33.9830715,-118.3394145
SF423924584,37.7463576,-122.4464212
41019730,37.8682135,-122.077
ME224037973,38.6686049,-121.0670992
SF423718939,37.7760323,-122.4249586
ML81926998,37.2436064,-121.8244799
SF423906814,37.7755946,-122.4316982
ML81964358,37.2951594,-121.8853225
SF423741026,37.7390778,-122.41855
CRIV23062611,33.61525930000001,-117.7199165
CRSR23169260,34.1337884,-118.4688333
ML81950540,37.2751075,-121.7432783
41029057,37.7769375,-122.5025269
ME223118533,38.8684993,-121.3082133
SF423739178,37.7474238,-122.4466896
SF423748278,37.7926793,-122.4124541
41022272,37.7465905,-122.1444782
CRPTP2401396,32.7946921,-117.0708136
CRV1-22041,34.2133585,-119.2068753
CRNDP2401579,33.1785737,-117.2803505
CRPW23192783,33.7696229,-118.1668185
SF423718446,37.7988351,-122.4232646
41042530,37.797892,-122.2188604
ML81961851,37.140238,-121.9893088
CL23295965,34.080121,-118.3470686
ME223046548,38.5912566,-121.3764521
CL24404743,34.052129,-118.4617078
CRPW24005219,33.6304131,-117.9035292
CL23308573,34.036917,-118.3958323
CL24390045,34.1278929,-118.2663553
CL23322709,34.1198436,-118.3689112
SF423726357,37.759045,-122.430697
CRPW23152420,33.6029511,-117.7337996
CL23339605,33.9567306,-118.4264541
CRSR24041219,34.1152493,-118.277855
ML81924585,37.2330428,-121.8429949
41030273,37.9010126,-121.729768
CRNDP2401086,32.9250965,-117.1557999
SF423923169,37.7202721,-122.3905097
ML81923550,37.2843161,-121.8899038
CRPTP2303206,32.7431658,-117.1067075
CRNDP2301552,32.8132768,-117.1861899
CROC23226205,33.4698563,-117.711625
CROC24054031,33.71424349999999,-118.0140424
SF423741491,37.7545632,-122.455548
ML81944847,37.3487532,-121.8846696
SF424010735,37.7480215,-122.4161388
SF423731432,37.7273751,-122.4374799
ML81969413,37.2520304,-121.8818036
ML81959033,37.2719419,-121.9110645
CRDW23095622,34.0519198,-118.2198133
SF423730698,37.8054264,-122.4248135
CL24410031,34.1181797,-118.3151033
SF424042454,37.775243,-122.444909
ML81943073,37.3399223,-121.89438
ML81943569,37.226281,-121.9017287
CRPTP2303187,32.684376,-117.0512797
ME224005236,38.5449325,-121.4852728
CRSW24017872,32.9360451,-117.1294535
CRSB23229650,33.93548639999999,-118.3057714
ME223023453,38.4537933,-121.3179904
CRCV24015802,33.997323,-118.3217349
BA323914561,38.0799641,-122.50779
CRPW22242364,33.8527759,-118.1882267
BA323921861,38.105798,-122.5909599
CRNDP2405325,33.03372,-117.0705448
CRPW24166576,33.8742521,-118.1828305
41067875,37.8126333,-122.2088356
CRSW22225636,33.7354748,-116.9602376
CL24381371,34.0324438,-118.4412427
CL23294379,34.0697091,-118.3152128
CRSR22250504,34.4152752,-118.4893078
CRSW23168290,33.4877489,-117.0687708
ML81949210,37.7624194,-122.1681234
ME224069101,38.5827949,-121.4539882
CL23318349,34.048053,-118.2429626
41033197,37.8920765,-122.2657796
CL23245245,34.0271084,-118.1657802
CRPW23149397,33.6223196,-117.8599537
SF423714487,37.8163754,-122.2537974
CRNDP2401750,33.0152633,-117.0696855
CL23285885,33.961313,-118.2506116
ML81954865,37.2682606,-121.9044916
BA323047004,38.1228671,-122.5291008
CL23333923,34.06277499999999,-118.3087199
ML81946782,37.33874,-121.8852525
41015033,37.8385283,-122.267397
CL22219357,34.0124862,-118.4195837
CRNDP2307034,32.950334,-117.2293469
CL23335277,34.0593416,-118.4263462
CRNDP2302718,32.7810177,-117.2000501
ML81950485,37.2440889,-121.8107117
CL23264099,34.0336325,-118.3363163
ML81920723,37.2426036,-121.8254402
ME223001885,38.8433878,-121.2428293
CRTR24111019,34.0768223,-118.2053293
41022819,37.8028704,-122.1978922
BA322099525,37.7575483,-122.1707684
CL24354705,34.0333566,-118.2112594
ME224010599,38.5225989,-121.4299444
CREV24026252,33.7318342,-116.9600425
CL24409399,33.9919268,-118.3255686
CROC22246659,33.6797523,-117.9828296
CRSR23044110,34.105821,-118.3736386
ML81937179,37.4010179,-121.8262132
41015808,37.803417,-122.2458688
ML81959753,37.2562404,-121.8256176
CL24373317,33.8061669,-118.1313876
41025051,37.8088511,-122.2194603
CRPW23191280,33.8026382,-118.1399423
ME222133189,38.5447495,-121.4872159
ML81911819,37.287588,-121.8281818
ML81959692,37.2838383,-121.7511206
SF423924092,37.7726882,-122.5076239
CL22206205,33.8000418,-116.4927326
ML81975075,37.2643752,-121.846929
CL22219959,33.4534784,-117.6368835
CL23241109,34.0197849,-118.3331622
ME223022429,39.1204785,-121.0582828
CRNDP2404711,32.9157508,-117.1901508
ME224013546,37.312161,-121.9908857
CRDW23128678,33.9753258,-118.2661522
CL23253575,34.0638648,-118.4345339
SF422706014,37.7844559,-122.457096
CL23278951,34.0957694,-118.3830742
41047260,37.7787037,-122.4126341
SF422703499,37.7626155,-122.4164578
CL24356085,34.0082518,-118.4223644
ME224076215,38.5791986,-121.4769912
CRCV23213683,33.6865282,-117.7333418
41021411,37.7435859,-122.1557338
CRPW24058246,33.7519233,-117.4649191
41063404,37.259417,-121.8533086
CRNDP2309199,33.2142643,-117.3301376
ME224046083,38.6374038,-121.5130706
41019493,37.8050461,-122.1843461
CRPTP2206596,33.10256,-117.1355299
BA323044000,38.48043790000001,-122.6539031
ME223054322,38.5727473,-121.4343697
CL24358127,34.0538897,-118.3605916
CL24367299,33.9685413,-118.3803069
CL23280877,34.1121358,-118.3435258
CRCV23003187,34.0547695,-118.1856795
ML81973107,37.2297501,-121.8367545
ML81928484,37.31934810000001,-121.9452446
ML81967093,37.2457569,-121.7843747
CRIG23047180,33.9692928,-118.3100437
ML81933079,37.2332293,-121.8875316
41007452,37.8017977,-122.4043238
SF423755866,37.738096,-122.4135651
SF424022327,37.7299881,-122.430722
CRPTP2300916,32.8141727,-117.0638011
CL23319418,34.0743865,-118.3674585
ML81931775,37.3810618,-121.8459221
CRPTP2303096,32.760819,-117.1310682
CROC23151841,33.701132,-117.7503383
41010956,37.9036255,-121.7371672
CL24385803,34.0227319,-118.4303679
CRNP24048025,33.5986815,-117.8854129
CRDW24103453,33.9323008,-118.2376423
ML81956936,37.2327009,-121.9648138
ML81937378,37.30487129999999,-121.9841949
CL24344495,34.097111,-118.441084
BA322079936,38.3413656,-122.3141713
41020881,37.8804077,-122.0805129
CRPW24027440,33.6194656,-117.7218319
CRPW23092868,33.9538909,-118.3128405
ML81973545,37.2324152,-121.7985329
ME223038573,38.9071485,-121.2732054
SF424011476,37.7366602,-122.486328
CRSR23172392,34.1311504,-118.3389579
BA323024180,38.30529800000001,-122.2671249
41035453,37.7669994,-122.2070604
CROC22097280,33.6275203,-117.8099097
CRPW24030809,32.5805514,-117.0306274
BA324007388,38.30072810000001,-122.2644764
CL22211149,34.0482717,-118.3849525
CL23233929,33.9959684,-118.3297215
SF423715710,37.7867158,-122.4242025
SF423746510,37.7836002,-122.3907074
CRPTP2300518,32.90881390000001,-117.1018782
CRPT24053583,32.8062347,-117.2087517
ME223000549,38.6669122,-121.0676522
CROC23093818,33.6293448,-117.9030103
CRPW23068900,33.8284659,-118.1690341
CRND23115495,33.1751068,-117.0896193
CRPTP2306091,32.7974408,-117.0710263
CRPTP2304692,32.7771114,-117.0511973
CROC23095775,33.7025048,-117.7145623
41035865,37.7967392,-122.2535797
CRNDP2308657,32.7421389,-117.1392379
41063120,37.8390846,-122.2535466
CL22125520,33.96597,-118.3754116
ML81948241,37.3155524,-121.8749136
CROC24028576,33.699474,-117.9915274
CRP1-16772,34.0439229,-118.2181617
CROC24153409,33.6669227,-117.9970231
CL24410513,33.9324081,-118.289337
ML81945645,37.24838769999999,-121.9279321
ML81964269,37.3653624,-121.7811453
ML81924393,37.3128676,-121.922643
CRAR23030635,34.0898385,-118.2697758
CROC23051714,33.6845673,-117.8265049
41053377,37.7432519,-122.1310698
ML81948144,37.2574858,-121.8834489
CRPW24030066,33.6075939,-117.7114468
CL23304941,33.9882772,-118.3449374
ML81952729,37.3482137,-122.0160159
41015405,37.7392324,-122.4636321
SF423758439,37.7767476,-122.4443431
ME223090648,38.4753524,-121.5114723
ML81918151,37.2446111,-121.7793535
CROC23131164,32.7228583,-117.2479098
BA322095547,37.7521967,-122.1570359
SF424005299,37.771662,-122.3874533
CL23262221,34.07605,-118.28147
CREV24036232,33.9957692,-118.2768496
CL23316149,34.0729148,-118.3650732
ML81964702,37.3568607,-121.8800181
ML81957036,37.33309089999999,-121.9397907
CROC23136519,33.6684272,-118.0148199
41024749,37.3060993,-121.9085141
41065838,37.7344361,-122.1723597
SF424044388,37.77644000000001,-122.42824
CL24351589,34.0188612,-118.3209657
41048545,37.7445576,-122.1513657
ML81947832,37.239999,-121.8253859
CRSB23188524,34.0073764,-118.4211223
CRSR24014406,33.9508076,-118.3054611
CRNDP2301395,32.8120132,-117.2222732
BA323049184,38.0373082,-122.5457173
ME223025371,38.6683217,-121.0461964
CRPTP2401454,32.5768843,-117.0973288
CL23239752,34.0761542,-118.2814069
CL24387587,34.0370386,-118.4094407
41067435,37.2323282,-121.7891698
ME224019978,38.8304251,-121.2863855
CL24347481,34.0784928,-118.3686933
CL23299001,34.1285423,-118.3271917
41053923,37.8576609,-122.2757875
CL23273601,34.0577501,-118.4205956
ML81941675,37.2584036,-121.9164434
ML81950350,37.2224796,-121.9042621
SF424032646,37.7910262,-122.4136476
ME223066369,38.66519220000001,-121.525671
ML81936795,37.2607909,-121.9127116
SF424011897,37.730587,-122.4915841
CL24343261,34.0491165,-118.3926907
CL23268763,34.1228846,-118.1923734
41023238,37.7724527,-122.4921525
41030598,37.789458,-122.1463064
SF423909528,37.7798046,-122.4962843
ML81911795,37.2965341,-121.9720753
CL24347649,33.7961486,-116.4961035
SF423729807,37.7994391,-122.4062173
CROC23090439,33.6595657,-117.8116075
CROC24103228,33.6930301,-117.7009813
BA323020031,37.869481,-122.2827873
CRSB24019761,34.0410919,-118.3428079
CRP1-16001,34.0102259,-118.1419251
CL23260545,34.0451611,-118.2666712
ME223035692,38.5109237,-121.5133716
41015551,37.7590915,-122.1612922
CRPW23153419,33.6811789,-118.0272258
CRNDP2401982,32.7204238,-117.248825
CRSR23071459,34.0277338,-118.4193241
CL23237973,34.082318,-118.2780877
ML81973120,37.3950683,-122.0049213
CROC23115867,33.608986,-117.7369549
41062942,37.7573285,-122.1807271
ML81916590,37.3939569,-121.8470927
CL23228449,34.0511923,-118.3186068
CRPTP2401037,32.6969498,-117.0594768
ME223035127,38.6823731,-121.5295182
BA323008316,38.3297971,-122.3012498
41045423,37.8309115,-122.257302
41055032,37.8409256,-122.259448
ME223003416,38.6794494,-121.5188021
CL24395813,33.8385839,-116.5008276
CRPW24063609,33.7712866,-118.0788559
CROC23219431,33.6138057,-117.744183
41041290,37.7659202,-122.1903994
SF423751471,37.7749287,-122.4695125
41047833,37.811902,-122.2230872
ML81918527,37.2456568,-121.9506238
CREV23150400,34.2525335,-117.2103565
SF424031674,37.74212,-122.4105402
ME223064229,38.5675562,-121.4659744
ME223110373,38.5572176,-121.4969807
ML81928655,37.710323,-122.4212611
ML81947388,37.239562,-121.9008842
CL24396825,34.1623955,-118.4534362
CL23334807,34.0575791,-118.4971896
CL23326525,34.0919306,-118.2708585
ME223084886,38.58733960000001,-121.4910788
CL24391241,34.1281209,-118.4681899
CROC24054970,33.9953074,-118.293884
CRSR24121822,34.0375597,-118.4651641
ME223110369,37.35117839999999,-121.8489162
CL24369287,34.0407985,-118.2631918
CL24351591,34.1096678,-118.2979507
CROC24076267,33.6759877,-117.7503453
CROC24073885,33.6080783,-117.7465055
SF423920448,37.7713058,-122.4334141
ML81958857,37.3937634,-121.8462594
ML81916785,37.8054667,-122.2107526
ML81933824,37.360778,-121.890486
41057567,37.7815757,-122.1400303
CL23274013,34.0579522,-118.3529602
ME224081680,38.6817356,-121.498631
CROC23000718,33.9513768,-118.2382945
ME223022715,38.5711306,-121.3903963
41021302,37.8142377,-122.2353999
CROC24152318,32.8088829,-117.1892964
ME223080937,38.5548789,-121.4978759
CL22204105,34.025438,-118.450412
ML81935073,37.76311870000001,-122.1631606
CRNDP2400487,33.1547776,-117.2674077
CRCV23000992,34.01020250000001,-118.3216893
CROC22239962,34.1215257,-118.2399232
CL23228355,34.0443633,-118.484908
ML81972580,37.2508048,-121.8240034
CRP1-12982,34.0730198,-118.2545581
CL24374995,34.03738,-118.4078267
CL23281457,34.0694381,-118.4568832
BA324023416,38.3165844,-122.2876209
BA324040243,38.0522724,-122.5073237
CRP1-16110,34.1201611,-118.2570998
ML81947579,37.3052519,-121.9198587
ML81973659,37.2539896,-121.8297487
CRNDP2401876,32.8164044,-117.1708119
SF424039319,37.7548203,-122.3904077
CL24382799,34.1423351,-118.451687
CL23267141,34.1270221,-118.2239841
ML81920653,37.3976751,-121.8688249
ML81926698,37.2874727,-121.8208385
ME223001941,38.5560245,-121.503246
ML81949069,37.2769859,-121.9052853
ME223088050,39.1920684,-121.0674368
CL22216872,33.9670549,-118.4015305
CL23241467,33.9714374,-118.427547
CRSR23074961,33.9760377,-118.3171255
CRSC24013167,35.2148213,-120.6226763
ML81906832,37.7658326,-122.4564179
CL23332521,34.1099971,-118.3161085
ML81951062,37.2182511,-121.8780301
ML81957166,37.390099,-121.8546823
ML81938837,37.2318881,-121.8064532
ME224031523,37.3892918,-121.8688904
CL23265889,34.1311004,-118.2309867
SF423751721,37.79625,-122.4397278
SF424029053,37.7085871,-122.4832538
ML81924491,37.2715742,-121.7998805
SF423725010,37.7095481,-122.4386683
SF423714288,37.765818,-122.430224
CROC23078965,33.7319686,-117.7431787
CRPTP2303374,32.7721134,-117.1674692
ML81966193,37.8822087,-122.2474088
ME224080818,38.563752,-121.454255
ME223053810,38.4892791,-121.3569105
CRNDP2307154,33.1856449,-117.3162397
CRIV24036226,33.73255700000001,-116.9937124
CRPW23181582,33.8370102,-118.1816079
CL23320666,34.0978231,-118.3697617
41042860,37.8107031,-122.2347002
CL23276585,34.050068,-118.3344991
CRPW23086954,33.9688459,-118.3038223
ME224047518,38.6321505,-121.415285
ML81964717,37.28178570000001,-121.9936705
CL23342453,34.0942225,-118.2526114
41030094,37.8561545,-122.0646954
CREV23085053,34.1444271,-118.6093737
CRPTP2403956,32.7598017,-117.1021811
ML81973389,37.35732160000001,-121.8291939
ML81915505,37.2671919,-121.8449412
SF423742054,37.738171,-122.400664
CRPW23114630,34.0326325,-118.3248176
CL23264353,36.778261,-119.4179324
CRPW24093799,33.6712624,-117.8063165
CRPW24138382,33.9031199,-117.5081206
41030897,37.7610732,-122.1643968
CRPW24097237,33.6836285,-117.8971628
41036086,37.7968278,-122.1983303
SF423731576,37.7901514,-122.4369013
CL23247343,34.0704256,-118.3125263
CRSR22243949,34.1996236,-118.5025643
CL23315673,34.0411067,-118.3436654
CL23248851,33.9216684,-118.2769866
SF423738104,37.7411023,-122.414044
ML81952875,37.2197485,-121.9689871
ME222063870,38.5674821,-121.4372199
SF423717983,37.7538014,-122.4284967
CL23254813,34.0784949,-118.3655718
SF424025766,37.8040131,-122.4068546
CL23301591,34.0513104,-118.1811747
ML81921877,37.4132845,-121.9594453
ML81938531,37.2963538,-121.8839082
ML81951297,37.7438458,-122.4570869
CL23255157,33.9698501,-118.2719931
CRSB23176856,33.8438176,-118.3490632
41016678,37.8694188,-122.078303
ML81951505,37.3270265,-121.9076096
CRSR23055417,34.4171528,-118.48258
CRSR23107277,33.932393,-118.3022177
CL23239899,34.0794178,-118.5038256
CRTR23224925,33.7340248,-116.9922477
41031354,37.8024343,-122.197818
CROC23068511,33.7186536,-117.7753615
CRPTP2401542,32.6948473,-117.0323535
41043426,37.7349851,-122.1751625
CRSR23044033,34.0526072,-118.4980114
41011022,37.7775641,-122.1961332
ML81952673,37.36159079999999,-121.8865844
CL24413337,34.1873572,-118.4938093
ME224035383,38.5111057,-121.5520083
BA323900021,38.01712,-122.5496306
ML81923676,37.3403063,-121.873939
ML81937764,37.3830798,-121.8389362
CRNP23203547,33.6216396,-117.9410931
CL23267017,34.1188804,-118.3631448
41046889,37.8026122,-122.2000095
CL23304849,33.7968723,-118.1837294
ML81931974,37.236452,-121.9213772
SF424010327,37.781278,-122.4506611
ML81955092,37.295008,-121.756646
CROC24107073,33.6655737,-117.9957329
ML81940956,37.2459925,-121.8617496
CRNDP2402178,33.2239034,-117.2821421
ME224027011,38.6190242,-121.3612123
CROC24087948,33.8495892,-117.3529093
SF424043893,37.7984466,-122.4152176
CRSB22254359,33.9505919,-118.3041045
ML81934298,37.3050246,-121.9975612
ML81941653,37.7256512,-122.4170116
CRDW23049611,33.8038277,-118.1922951
ML81913128,37.2413221,-121.8886637
CL23285091,34.0857158,-118.212524
ME222149070,38.5916759,-121.35949
CRSR23197550,34.0466676,-118.4385781
CRSC24067293,34.1912986,-118.9290743
ME223090893,38.5206957,-121.5184524
CL22193225,34.0389307,-118.4523527
ME223016592,38.5631196,-121.4805193
ML81965522,37.3596813,-121.8541929
CL23285023,34.1105783,-118.2594488
CL23264865,33.7949032,-116.4936394
ML81961138,37.2085777,-121.8373792
41014299,37.7137385,-122.4633173
CRSW23006029,33.7418906,-116.9753667
ME223097276,38.5090597,-121.514637
ML81943040,37.3852725,-121.8819595
